name,name_id,serving_size,calories,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,food_type,source
Nasi Merah,Nasi Merah,100 g,178.0,3.5,37.0,0.9,0.2,3,1.2,base_food,generated-v2
Nasi Merah Goreng,Nasi Merah Goreng,1 porsi,320.4,3.0,42.5,3.6,0.2,3,1.1,local_indonesian,generated-v2
Nasi Merah Tim,Nasi Merah Tim,1 porsi,151.3,3.5,37.0,0.9,0.2,3,1.2,base_food,generated-v2
Nasi Ketan,Nasi Ketan,100 g,190.0,3.8,40.0,0.4,0.1,5,0.8,base_food,generated-v2
Nasi Ketan Goreng,Nasi Ketan Goreng,1 porsi,342.0,3.2,46.0,1.6,0.1,5,0.7,local_indonesian,generated-v2
Nasi Ketan Tim,Nasi Ketan Tim,1 porsi,161.5,3.8,40.0,0.4,0.1,5,0.8,base_food,generated-v2
Bubur Nasi,Bubur Nasi,100 g,70.0,1.2,15.0,0.2,0.0,2,0.2,base_food,generated-v2
Kentang,Kentang,100 g,87.0,2.0,19.0,0.1,0.8,6,2.0,base_food,generated-v2
Ubi Jalar,Ubi Jalar,100 g,100.0,1.8,23.0,0.2,5.5,10,2.5,base_food,generated-v2
Singkong,Singkong,100 g,155.0,1.2,36.0,0.3,1.5,14,1.8,base_food,generated-v2
Talas,Talas,100 g,120.0,1.5,27.0,0.2,0.5,10,3.0,base_food,generated-v2
Jagung,Jagung,100 g,140.0,4.5,30.0,1.5,3.0,1,3.0,base_food,generated-v2
Mie Basah,Mie Basah,100 g,280.0,7.0,55.0,2.0,1.0,500,1.0,base_food,generated-v2
Mie Basah Goreng,Mie Basah Goreng,1 porsi,504.0,6.0,63.2,8.0,1.0,500,0.9,local_indonesian,generated-v2
Mie Kering,Mie Kering,100 g,340.0,10.0,72.0,1.5,1.5,600,2.0,base_food,generated-v2
Mie Kering Goreng,Mie Kering Goreng,1 porsi,612.0,8.5,82.8,6.0,1.5,600,1.8,local_indonesian,generated-v2
Bihun,Bihun,100 g,350.0,6.0,80.0,0.5,0.0,10,0.5,base_food,generated-v2
Bihun Goreng,Bihun Goreng,1 porsi,630.0,5.1,92.0,2.0,0.0,10,0.5,local_indonesian,generated-v2
Kwetiau,Kwetiau,100 g,300.0,5.0,68.0,1.0,0.0,15,0.5,base_food,generated-v2
Kwetiau Goreng,Kwetiau Goreng,1 porsi,540.0,4.2,78.2,4.0,0.0,15,0.5,local_indonesian,generated-v2
Soun,Soun,100 g,340.0,2.0,82.0,0.0,0.0,8,0.3,base_food,generated-v2
Roti Tawar,Roti Tawar,100 g,265.0,8.0,49.0,3.2,4.5,500,2.5,base_food,generated-v2
Makaroni,Makaroni,100 g,350.0,12.0,72.0,1.5,2.0,5,2.5,base_food,generated-v2
Nasi Putih + Ayam Goreng,Nasi Putih + Ayam Goreng,1 porsi,550.0,28.0,55.0,20.0,2.0,500,1.5,local_indonesian,generated-v2
Nasi Putih + Ayam Bakar,Nasi Putih + Ayam Bakar,1 porsi,500.0,30.0,50.0,16.0,2.0,400,1.5,local_indonesian,generated-v2
Nasi Putih + Ikan Goreng,Nasi Putih + Ikan Goreng,1 porsi,480.0,22.0,52.0,18.0,1.0,350,1.0,local_indonesian,generated-v2
Nasi Putih + Ikan Bakar,Nasi Putih + Ikan Bakar,1 porsi,450.0,24.0,50.0,14.0,1.0,300,1.0,local_indonesian,generated-v2
Nasi Putih + Telur Dadar,Nasi Putih + Telur Dadar,1 porsi,420.0,16.0,48.0,18.0,1.5,350,0.8,local_indonesian,generated-v2
Nasi Putih + Tahu Goreng,Nasi Putih + Tahu Goreng,1 porsi,380.0,12.0,48.0,18.0,1.0,250,1.5,local_indonesian,generated-v2
Nasi Putih + Tempe Goreng,Nasi Putih + Tempe Goreng,1 porsi,400.0,15.0,48.0,19.0,1.0,250,2.0,local_indonesian,generated-v2
Nasi Putih + Ayam Kecap,Nasi Putih + Ayam Kecap,1 porsi,500.0,29.0,52.0,17.0,7.0,600,1.0,local_indonesian,generated-v2
Nasi Putih + Ayam Balado,Nasi Putih + Ayam Balado,1 porsi,490.0,28.0,50.0,18.0,3.0,550,1.5,local_indonesian,generated-v2
Nasi Putih + Ayam Penyet,Nasi Putih + Ayam Penyet,1 porsi,550.0,27.0,52.0,23.0,2.0,700,2.0,local_indonesian,generated-v2
Indomie Goreng Telur,Indomie Goreng Telur,1 porsi,550.0,14.0,58.0,25.0,3.0,1400,2.0,local_indonesian,generated-v2
Indomie Rebus Telur,Indomie Rebus Telur,1 porsi,500.0,14.0,55.0,20.0,3.0,1300,2.0,local_indonesian,generated-v2
Nasi Telur Ceplok Kecap,Nasi Telur Ceplok Kecap,1 porsi,380.0,14.0,45.0,15.0,5.0,500,0.8,local_indonesian,generated-v2
Nasi Tahu Goreng Sambal,Nasi Tahu Goreng Sambal,1 porsi,350.0,10.0,45.0,16.0,2.0,400,1.5,local_indonesian,generated-v2
Nasi Tempe Goreng Sambal,Nasi Tempe Goreng Sambal,1 porsi,370.0,14.0,45.0,18.0,2.0,400,2.0,local_indonesian,generated-v2
Nasi Telur Dadar Sayur,Nasi Telur Dadar Sayur,1 porsi,400.0,16.0,46.0,17.0,2.0,450,1.5,local_indonesian,generated-v2
Roti Bakar Coklat,Roti Bakar Coklat,1 porsi,300.0,6.0,45.0,12.0,18.0,350,2.0,local_indonesian,generated-v2
Roti Bakar Keju,Roti Bakar Keju,1 porsi,320.0,10.0,40.0,15.0,5.0,400,1.5,local_indonesian,generated-v2
Roti Bakar Coklat Keju,Roti Bakar Coklat Keju,1 porsi,380.0,10.0,48.0,18.0,16.0,380,1.5,local_indonesian,generated-v2
Bubur Ayam Komplit,Bubur Ayam Komplit,1 porsi,250.0,12.0,35.0,8.0,1.0,500,1.5,local_indonesian,generated-v2
Nasi Kuning Komplit,Nasi Kuning Komplit,1 porsi,450.0,15.0,50.0,20.0,3.0,600,2.5,local_indonesian,generated-v2
Lontong Sayur Komplit,Lontong Sayur Komplit,1 porsi,400.0,12.0,48.0,18.0,4.0,700,3.0,local_indonesian,generated-v2
Nasi Pecel Komplit,Nasi Pecel Komplit,1 porsi,420.0,14.0,48.0,20.0,5.0,550,5.0,local_indonesian,generated-v2
Nasi Campur Sederhana,Nasi Campur Sederhana,1 porsi,480.0,16.0,52.0,22.0,3.0,750,3.0,local_indonesian,generated-v2
Nasi Goreng Telur,Nasi Goreng Telur,1 porsi,420.0,12.0,50.0,18.0,2.0,650,1.5,local_indonesian,generated-v2
Nasi Goreng Ayam,Nasi Goreng Ayam,1 porsi,460.0,16.0,50.0,20.0,2.0,700,1.5,local_indonesian,generated-v2
Mie Goreng Telur,Mie Goreng Telur,1 porsi,480.0,14.0,55.0,22.0,3.0,1000,2.0,local_indonesian,generated-v2
Mie Goreng Ayam,Mie Goreng Ayam,1 porsi,500.0,18.0,52.0,24.0,3.0,1050,2.0,local_indonesian,generated-v2
Mie Rebus Telur,Mie Rebus Telur,1 porsi,440.0,13.0,52.0,19.0,2.5,950,1.8,local_indonesian,generated-v2
Nasi Ayam Suwir Sambal,Nasi Ayam Suwir Sambal,1 porsi,420.0,24.0,48.0,16.0,2.0,550,1.5,local_indonesian,generated-v2
Nasi Ikan Suwir Sambal,Nasi Ikan Suwir Sambal,1 porsi,400.0,20.0,48.0,15.0,2.0,500,1.5,local_indonesian,generated-v2
Telur Dadar Sayur,Telur Dadar Sayur,1 porsi,180.0,14.0,5.0,12.0,2.0,280,1.5,local_indonesian,generated-v2
Omelet Mie,Omelet Mie,1 porsi,350.0,12.0,35.0,18.0,2.0,600,1.0,local_indonesian,generated-v2
Telur Balado,Telur Balado,1 porsi,160.0,12.0,5.0,11.0,2.0,350,0.5,local_indonesian,generated-v2
Kentang Balado,Kentang Balado,1 porsi,180.0,3.0,22.0,10.0,3.0,350,2.5,local_indonesian,generated-v2
Kentang Kecap,Kentang Kecap,1 porsi,170.0,3.0,24.0,8.0,5.0,400,2.5,local_indonesian,generated-v2
