name_id,name,serving_size,calories,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,food_type,source
Kripik Tempe Goreng,Kripik Tempe Goreng,1 porsi,542.0,40.3,11.5,42.4,0.0,0.0,0.0,base_food,nutrition.csv
Kue Bulan Isi Kacang Hijau dengan Dua Kuning Telur,Baked lotus paste mooncake with two egg yolks,0.85 g,223.0,4.05,20.5,13.79,0.0,0.0,0.85,base_food,nilai-gizi.csv
Kurma,kurma,20.53 g,282.0,2.45,75.03,0.39,0.0,2.0,7.99,base_food,nilai-gizi.csv
Labu Siam,Labu Siam,1 porsi,26.0,0.6,6.7,0.1,0.0,0.0,0.0,base_food,nutrition.csv
"Labu siam, segar","Labu siam, segar",0.30 g,30.0,0.6,6.7,0.1,0.0,3.0,6.2,base_food,nilai-gizi.csv
Ledre pisang,Ledre pisang,1 porsi,405.0,4.8,84.9,5.1,0.0,0.0,0.0,base_food,nutrition.csv
Lempog durian,Lempog durian,1.90 g,320.0,3.5,63.7,5.7,0.0,0.0,4.9,base_food,nilai-gizi.csv
Lumpia Tahu Kukus,Steamed Beancurd Sheet Roll,6.20 g,150.0,6.2,3.0,12.0,0.0,250.0,0.0,base_food,nilai-gizi.csv
Mangga Gedong,Mangga Gedong,1 porsi,44.0,0.7,11.2,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Mangga Golek,Mangga Golek,1 porsi,63.0,0.5,16.7,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Mangga Harum Manis,Mangga Harum Manis,1 porsi,46.0,0.4,11.9,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Mangga Indramayu,Mangga Indramayu,1 porsi,72.0,0.8,18.7,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Mangga Kopek,Mangga Kopek,1 porsi,56.0,0.4,14.6,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Mangga Muda,Mangga Muda,1 porsi,59.0,0.5,15.1,0.4,0.0,0.0,0.0,base_food,nutrition.csv
Mangga benggala segar,Mangga benggala segar,1 porsi,63.0,2.4,12.4,0.4,0.0,0.0,0.0,base_food,nutrition.csv
"Mangga golek, segar","Mangga golek, segar",0.40 g,63.0,0.5,16.7,0.2,0.0,3.0,2.3,base_food,nilai-gizi.csv
"Mangga harumanis, segar","Mangga harumanis, segar",0.80 g,46.0,0.4,11.9,0.2,0.0,2.0,1.7,base_food,nilai-gizi.csv
"Mangga indramayu, segar","Mangga indramayu, segar",0.10 g,72.0,0.8,18.7,0.2,0.0,3.0,2.5,base_food,nilai-gizi.csv
"Mangga kopek, segar","Mangga kopek, segar",0.30 g,56.0,0.4,14.6,0.2,0.0,2.0,2.0,base_food,nilai-gizi.csv
Mangga kwini segar,Mangga kwini segar,1 porsi,86.0,0.7,19.8,0.5,0.0,0.0,0.0,base_food,nutrition.csv
"Mangga kwini, segar","Mangga kwini, segar",0.40 g,86.0,0.7,19.8,0.5,0.0,1.0,6.5,base_food,nilai-gizi.csv
Mangga manalagi segar,Mangga manalagi segar,1 porsi,133.0,1.0,32.1,0.1,0.0,0.0,0.0,base_food,nutrition.csv
Mangga segar,Mangga segar,1 porsi,52.0,0.7,12.3,0.0,0.0,0.0,0.0,base_food,nutrition.csv
Manggis,Manggis,1 porsi,63.0,0.6,15.6,0.6,0.0,0.0,0.0,base_food,nutrition.csv
Markisa segar,Markisa segar,1 porsi,144.0,3.5,29.8,1.2,0.0,0.0,0.0,base_food,nutrition.csv
Markisa squash,Markisa squash,0.20 g,217.0,2.5,49.6,1.0,0.0,14.0,0.0,base_food,nilai-gizi.csv
Markisa squash BD,Markisa squash BD,1 porsi,104.0,1.2,23.7,0.5,0.0,0.0,0.0,base_food,nutrition.csv
"Markisa squash, BD","Markisa squash, BD",0.20 g,104.0,1.2,23.7,0.5,0.0,40.0,0.0,base_food,nilai-gizi.csv
"Markisa, segar","Markisa, segar",0.80 g,144.0,3.5,29.8,1.2,0.0,37.0,11.4,base_food,nilai-gizi.csv
Melon segar,Melon segar,1 porsi,37.0,0.6,7.8,0.4,0.0,0.0,0.0,base_food,nutrition.csv
Minute Maid Pulpy rasa jeruk,Minute Maid Pulpy rasa jeruk,0 g,130.0,0.0,34.0,0.0,27.0,45.0,0.0,base_food,nilai-gizi.csv
Minyak Kacang Tanah,Minyak Kacang Tanah,1 porsi,902.0,0.0,0.0,100.0,0.0,0.0,0.0,base_food,nutrition.csv
Minyak kacang tanah,Minyak kacang tanah,0 g,902.0,0.0,0.0,100.0,0.0,0.0,0.0,base_food,nilai-gizi.csv
Mom Miyuki Go Roa Keripik Pisang Goroho (Roa Pedas),Mom Miyuki Go Roa Keripik Pisang Goroho (Roa Pedas),1 g,180.0,1.0,24.0,8.0,14.0,50.0,0.0,base_food,nilai-gizi.csv
Nanas,Nanas,1 porsi,52.0,0.4,13.7,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Nanas palembang segar,Nanas palembang segar,1 porsi,58.0,0.7,13.3,0.2,0.0,0.0,0.0,base_food,nutrition.csv
"Nanas palembang, segar","Nanas palembang, segar",0.30 g,58.0,0.7,13.3,0.2,0.0,7.0,1.6,base_food,nilai-gizi.csv
Nangka biji,Nangka biji,1 porsi,165.0,4.2,36.7,0.1,0.0,0.0,0.0,base_food,nutrition.csv
"Nangka masak pohon, segar","Nangka masak pohon, segar",2.70 g,106.0,1.2,27.6,0.3,0.0,2.0,3.7,base_food,nilai-gizi.csv
Naraya melon seed,Naraya melon seed,6 g,130.0,6.0,2.0,10.0,0.0,180.0,0.0,base_food,nilai-gizi.csv
Nasi / Nasi Putih,Nasi / Nasi Putih,0.20 g,180.0,3.0,39.8,0.3,0.0,1.0,0.2,base_food,nilai-gizi.csv
Nasi Padang (rendang + nasi putih),Nasi Padang (rendang + nasi putih),1 porsi (250g),485.0,22.4,55.8,20.5,3.5,750.0,1.8,base_food,makanan-lokal.csv
Nasi merah,Nasi merah,0.30 g,149.0,2.8,32.5,0.4,0.0,5.0,0.3,base_food,nilai-gizi.csv
Noga Kacang Tanah,Noga Kacang Tanah,1 porsi,600.0,14.0,42.0,41.7,0.0,0.0,0.0,base_food,nutrition.csv
Nutrisari jus jambu,Nutrisari jus jambu,0 g,60.0,0.0,13.0,1.5,12.0,0.0,0.0,base_food,nilai-gizi.csv
Nutrisari jus mangga,Nutrisari jus mangga,0 g,60.0,0.0,13.0,1.0,12.0,0.0,0.0,base_food,nilai-gizi.csv
Oncom Kacang Tanah pepes,Oncom Kacang Tanah pepes,1 porsi,132.0,12.7,13.7,3.8,0.0,0.0,0.0,base_food,nutrition.csv
Oncom ampas kacang hijau,Oncom ampas kacang hijau,1.70 g,376.0,14.9,65.7,6.0,0.0,0.0,12.3,base_food,nilai-gizi.csv
Oncom kacang hijau + singkong,Oncom kacang hijau + singkong,1 porsi,351.0,11.0,65.9,5.3,0.0,0.0,0.0,base_food,nutrition.csv
Oncom kacang tanah pepes,Oncom kacang tanah pepes,4.80 g,132.0,11.7,13.7,3.8,0.0,0.0,3.1,base_food,nilai-gizi.csv
Pare,Karawila,0.30 g,25.0,2.3,3.5,0.2,0.0,8.0,2.1,base_food,nilai-gizi.csv
Parede baleh masakan,Parede baleh masakan,1 porsi,87.0,10.5,5.5,2.5,0.0,0.0,0.0,base_food,nutrition.csv
"Parede baleh, masakan","Parede baleh, masakan",1.50 g,87.0,10.5,5.5,2.5,0.0,416.0,0.0,base_food,nilai-gizi.csv
Paria (Pare),Paria (Pare),1 porsi,29.0,1.1,6.6,0.3,0.0,0.0,0.0,base_food,nutrition.csv
Pelecing kangkung,Pelecing kangkung,1 porsi,75.0,2.5,10.0,2.8,0.0,0.0,0.0,base_food,nutrition.csv
"Pepare ular, segar","Pepare ular, segar",0.30 g,19.0,0.6,3.9,0.1,0.0,130.0,1.0,base_food,nilai-gizi.csv
Pepaya Muda,Pepaya Muda,1 porsi,26.0,2.1,4.9,0.1,0.0,0.0,0.0,base_food,nutrition.csv
Pepaya lodeh,Pepaya lodeh,1 porsi,275.0,11.6,30.2,11.6,0.0,0.0,0.0,base_food,nutrition.csv
Pepaya segar,Pepaya segar,1 porsi,46.0,0.5,12.2,12.0,0.0,0.0,0.0,base_food,nutrition.csv
Pia 100 Rasa Kacang Hijau,Pia 100 Rasa Kacang Hijau,2 g,100.0,2.0,17.0,3.0,0.0,15.0,0.0,base_food,nilai-gizi.csv
Pisang Ambon,Pisang Ambon,1 porsi,99.0,1.2,25.8,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Pisang Coklat,Pisang Coklat,1 buah (100g),228.0,3.5,35.2,10.5,22.8,75.0,2.2,base_food,makanan-lokal.csv
Pisang Coklat Keju,Pisang Coklat Keju,1 buah (120g),285.0,5.5,38.8,13.8,25.2,120.0,2.5,base_food,makanan-lokal.csv
Pisang Goreng,Pisang Goreng,2 buah (100g),225.0,2.5,35.8,10.2,18.5,95.0,2.5,base_food,makanan-lokal.csv
Pisang Goreng Keju Coklat,Pisang Goreng Keju Coklat,2 buah (120g),285.0,5.2,38.5,14.8,22.8,150.0,2.2,base_food,makanan-lokal.csv
Pisang Ijo,Pisang Ijo,1 porsi (150g),215.0,2.8,38.5,7.2,28.5,40.0,1.2,base_food,makanan-lokal.csv
Pisang Lampung,Pisang Lampung,1 porsi,99.0,1.3,25.6,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Pisang Mas,Pisang Mas,1 porsi,127.0,1.4,33.6,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Pisang Oli,Pisang Oli,1 porsi,134.0,1.1,35.5,0.5,0.0,0.0,0.0,base_food,nutrition.csv
Pisang Raja,Pisang Raja,1 porsi,120.0,1.2,31.8,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Pisang Raja Sere (Susu),Pisang Raja Sere (Susu),1 porsi,118.0,1.2,31.1,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Pisang Rebus,Pisang Rebus,1 buah (100g),125.0,1.2,32.5,0.2,18.5,5.0,2.2,base_food,makanan-lokal.csv
Pisang Siam goreng,Pisang Siam goreng,1 porsi,625.0,1.0,8.1,0.0,0.0,0.0,0.0,base_food,nutrition.csv
"Pisang ambon, segar","Pisang ambon, segar",1 g,108.0,1.0,24.3,0.8,0.0,10.0,1.9,base_food,nilai-gizi.csv
Pisang angleng (pisang ampyang) segar,Pisang angleng (pisang ampyang) segar,1 porsi,68.0,1.3,17.2,0.2,0.0,0.0,0.0,base_food,nutrition.csv
"Pisang angleng (pisang ampyang), segar","Pisang angleng (pisang ampyang), segar",1 g,68.0,1.3,17.2,0.2,0.0,23.0,0.8,base_food,nilai-gizi.csv
Pisang ayam segar,Pisang ayam segar,1 porsi,120.0,1.1,26.8,0.2,0.0,0.0,0.0,base_food,nutrition.csv
"Pisang ayam, segar","Pisang ayam, segar",0.70 g,120.0,1.1,26.8,0.2,0.0,6.0,4.1,base_food,nilai-gizi.csv
Pisang gapi segar,Pisang gapi segar,1 porsi,127.0,2.1,31.1,0.3,0.0,0.0,0.0,base_food,nutrition.csv
Pisang goroho segar,Pisang goroho segar,1 porsi,115.0,1.9,27.9,0.2,0.0,0.0,0.0,base_food,nutrition.csv
"Pisang goroho, segar","Pisang goroho, segar",1 g,119.0,1.5,27.9,0.2,0.0,36.0,4.6,base_food,nilai-gizi.csv
Pisang hijau segar,Pisang hijau segar,1 porsi,117.0,2.0,28.9,0.3,0.0,0.0,0.0,base_food,nutrition.csv
Pisang kayu segar,Pisang kayu segar,1 porsi,100.0,1.4,23.6,0.5,0.0,0.0,0.0,base_food,nutrition.csv
Pisang kepok rebus,Pisang kepok rebus,1.55 g,145.0,1.55,37.91,0.44,0.0,5.0,0.0,base_food,nilai-gizi.csv
Pisang kepok segar,Pisang kepok segar,1 porsi,109.0,0.8,26.3,0.5,0.0,0.0,0.0,base_food,nutrition.csv
"Pisang kepok, segar","Pisang kepok, segar",1 g,109.0,0.8,26.3,0.5,0.0,10.0,5.7,base_food,nilai-gizi.csv
Pisang ketip segar,Pisang ketip segar,1 porsi,145.0,1.1,34.5,0.3,0.0,0.0,0.0,base_food,nutrition.csv
"Pisang ketip, segar","Pisang ketip, segar",0.70 g,145.0,1.1,34.5,0.3,0.0,4.0,6.6,base_food,nilai-gizi.csv
Pisang kidang segar,Pisang kidang segar,1 porsi,96.0,1.0,22.5,0.2,0.0,0.0,0.0,base_food,nutrition.csv
"Pisang mas bali ampenan, segar","Pisang mas bali ampenan, segar",0.50 g,92.0,1.4,21.0,0.2,0.0,32.0,3.7,base_food,nilai-gizi.csv
"Pisang mas bali kopang, segar","Pisang mas bali kopang, segar",2.40 g,127.0,1.4,31.8,0.2,0.0,43.0,3.7,base_food,nilai-gizi.csv
"Pisang raja sereh, segar","Pisang raja sereh, segar",1 g,108.0,1.3,28.2,0.3,0.0,31.0,0.7,base_food,nilai-gizi.csv
Pisang rotan segar,Pisang rotan segar,1 porsi,98.0,1.3,20.5,1.2,0.0,0.0,0.0,base_food,nutrition.csv
Pisang talas segar,Pisang talas segar,1 porsi,113.0,1.2,26.7,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Pisang tujuh bulan,Pisang tujuh bulan,0.80 g,94.0,0.6,22.5,0.2,0.0,0.0,3.7,base_food,nilai-gizi.csv
Plecing Kangkung Lombok,Plecing Kangkung Lombok,1 porsi (150g),125.0,5.8,12.4,5.2,4.5,280.0,4.2,base_food,makanan-lokal.csv
Pocky Stroberi,Pocky Strawberry,3 g,220.0,3.0,31.0,10.0,9.0,0.0,0.0,base_food,nilai-gizi.csv
Pop Ice Mangga,Pop Ice Mangga,1 g,15.0,1.0,22.0,1.5,15.0,15.0,0.0,base_food,nilai-gizi.csv
Pop Ice Rasa Stroberi,Pop Ice flavour strawberry,1 g,20.0,1.0,22.0,2.0,19.0,35.0,0.0,base_food,nilai-gizi.csv
Promina Puding Sutra Rasa Stroberi,Promina sliky puding rasa strawberry,1 g,110.0,1.0,19.0,3.0,11.0,12.0,0.0,base_food,nilai-gizi.csv
Promina pisang susu,Promina pisang susu,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,base_food,nilai-gizi.csv
Promina smooth kacang hijau,Promina smooth kacang hijau,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,base_food,nilai-gizi.csv
Puding Mangga,Puding Mangga,1 cup (100g),118.0,2.2,25.5,1.5,24.2,55.0,0.5,base_food,makanan-lokal.csv
Rambutan,Rambutan,0.40 g,69.0,0.9,18.1,0.1,0.0,16.0,0.8,base_food,nilai-gizi.csv
Rambutan Aceh,Rambutan Aceh,1 porsi,11.0,0.0,2.7,0.0,0.0,0.0,0.0,base_food,nutrition.csv
Rambutan binjai,Rambutan binjai,0.30 g,76.0,0.5,18.0,0.2,0.0,22.0,3.8,base_food,nilai-gizi.csv
Rambutan binjai segar,Rambutan binjai segar,1 porsi,76.0,0.5,18.0,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Rambutan sinyonya,Rambutan sinyonya,1 porsi,4.0,0.0,0.9,0.0,0.0,0.0,0.0,base_food,nutrition.csv
Rempeyek kacang tanah,Rempeyek kacang tanah,1.80 g,513.0,17.5,44.3,32.5,0.0,0.0,1.7,base_food,nilai-gizi.csv
Roti warna sawo matang,Roti warna sawo matang,0.90 g,249.0,7.9,49.7,1.5,0.0,500.0,0.0,base_food,nilai-gizi.csv
Salak,Salak,0.70 g,77.0,0.4,20.9,0.0,0.0,0.0,0.0,base_food,nilai-gizi.csv
Salak bali,Salak bali,0.70 g,57.0,0.5,13.6,0.1,0.0,0.0,1.3,base_food,nilai-gizi.csv
Salak bali segar,Salak bali segar,1 porsi,57.0,0.5,13.6,0.1,0.0,0.0,0.0,base_food,nutrition.csv
Salak medan,Salak medan,8.50 g,55.0,0.4,12.8,0.2,0.0,39.0,3.2,base_food,nilai-gizi.csv
Salak medan segar,Salak medan segar,1 porsi,55.0,0.4,12.8,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Salak pondoh,Salak pondoh,0.80 g,87.0,0.8,20.1,0.4,0.0,0.0,0.0,base_food,nilai-gizi.csv
Salak pondoh segar,Salak pondoh segar,1 porsi,87.0,0.8,20.1,0.4,0.0,0.0,0.0,base_food,nutrition.csv
Sale pisang siam,Sale pisang siam,1 porsi,281.0,2.4,66.1,0.7,0.0,0.0,0.0,base_food,nutrition.csv
Saos Tomat,Saos Tomat,1 porsi,98.0,2.0,24.5,0.4,0.0,0.0,0.0,base_food,nutrition.csv
Saos tomat,Saos tomat,3.60 g,110.0,2.0,24.5,0.4,0.0,890.0,0.9,base_food,nilai-gizi.csv
Sarden ABC saus tomat,Sarden ABC saus tomat,12 g,100.0,12.0,9.0,2.0,2.0,0.0,0.0,base_food,nilai-gizi.csv
Sawi putih / pecai segar,Sawi putih / pecai segar,1 porsi,9.0,1.0,1.7,0.1,0.0,0.0,0.0,base_food,nutrition.csv
"Sawi putih / pecai, segar","Sawi putih / pecai, segar",0.60 g,9.0,1.0,1.7,0.1,0.0,5.0,0.8,base_food,nilai-gizi.csv
Sawo,Sawo,1 porsi,92.0,0.5,22.4,1.1,0.0,0.0,0.0,base_food,nutrition.csv
Sawo Manila,Sawo Manila,0.50 g,92.0,0.5,22.4,1.1,0.0,26.0,9.5,base_food,nilai-gizi.csv
Sawo Manila segar,Sawo Manila segar,1 porsi,92.0,0.5,22.4,1.1,0.0,0.0,0.0,base_food,nutrition.csv
Sawo duren,Sawo duren,0.60 g,64.0,1.0,8.0,3.1,0.0,13.0,0.8,base_food,nilai-gizi.csv
Sawo duren segar,Sawo duren segar,1 porsi,64.0,1.0,8.0,3.1,0.0,0.0,0.0,base_food,nutrition.csv
Sawo kecik,Sawo kecik,1.40 g,111.0,0.9,21.6,2.3,0.0,28.0,1.0,base_food,nilai-gizi.csv
Sawo kecik segar,Sawo kecik segar,1 porsi,111.0,0.9,21.6,2.3,0.0,0.0,0.0,base_food,nutrition.csv
Sayap Ayam Bakar Asap,Hickory smoked BBQ  (classic wings),1 g,171.0,15.0,8.0,8.0,7.0,0.0,1.0,base_food,nilai-gizi.csv
Sayur bunga pepaya,Sayur bunga pepaya,1 porsi,49.0,1.7,9.8,0.3,0.0,0.0,0.0,base_food,nutrition.csv
Sego Abang (Nasi Merah Cirebon),Sego Abang (Nasi Merah Cirebon),1 porsi (200g),285.0,7.5,42.8,10.2,2.1,350.0,2.5,base_food,makanan-lokal.csv
Selada,Selada,1 porsi,15.0,1.2,2.9,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Selada Air,Selada Air,1 porsi,17.0,1.7,3.0,0.3,0.0,0.0,0.0,base_food,nutrition.csv
Selada Air rebus,Selada Air rebus,1 porsi,19.0,2.7,2.9,0.2,0.0,0.0,0.0,base_food,nutrition.csv
"Selada air,segar","Selada air,segar",1.20 g,17.0,3.1,2.2,0.2,0.0,65.0,0.7,base_food,nilai-gizi.csv
"Selada, segar","Selada, segar",0.90 g,18.0,1.2,2.9,0.2,0.0,19.0,1.8,base_food,nilai-gizi.csv
Semangka,Semangka,1 porsi,28.0,0.5,6.9,0.2,0.0,0.0,0.0,base_food,nutrition.csv
"Sereal ENERGEN ""Kacang Hijau""","Sereal ENERGEN ""Kacang Hijau""",1 g,25.0,2.0,24.0,3.0,16.0,70.0,1.0,base_food,nilai-gizi.csv
Singkong Rebus,Singkong Rebus,1 potong (100g),145.0,1.5,34.2,0.5,3.2,15.0,1.5,base_food,makanan-lokal.csv
Sirsak,Sirsak,0.70 g,65.0,1.0,16.3,0.3,0.0,2.0,3.2,base_food,nilai-gizi.csv
Sirup pirous,Sirup pirous,0.20 g,228.0,0.2,55.9,0.4,0.0,3.0,0.0,base_food,nilai-gizi.csv
Soyjoy Fruit Soy Bar Stroberi,SOYJOY FRUIT SOY BAR STRAWBERRY,3 g,40.0,4.0,19.0,4.5,11.0,30.0,3.0,base_food,nilai-gizi.csv
Sup Tomat,Sup Tomat,1 mangkuk (250ml),108.0,4.2,10.5,4.8,5.5,320.0,1.8,base_food,makanan-lokal.csv
Susu Ultra Milk Rasa Stroberi,Susu Ultra Milk Rasa Stroberi,6 g,30.0,6.0,22.0,3.5,17.0,50.0,0.0,base_food,nilai-gizi.csv
Susu WRP Lose weight stroberi,Susu WRP Lose weight stroberi,2 g,220.0,14.0,25.0,6.0,21.0,0.0,2.0,base_food,nilai-gizi.csv
Tahu Goreng,Tahu Goreng,3 potong (90g),165.0,10.5,5.8,12.2,0.8,220.0,0.8,base_food,makanan-lokal.csv
Tahu goreng,Tahu goreng,2 g,115.0,9.7,2.5,8.5,0.0,7.0,0.1,base_food,nilai-gizi.csv
Taoge kacang kedelai segar,Taoge kacang kedelai segar,1 porsi,76.0,9.0,6.4,2.6,0.0,0.0,0.0,base_food,nutrition.csv
"Taoge kacang kedelai, segar","Taoge kacang kedelai, segar",1 g,76.0,9.0,6.4,2.6,0.0,5.0,0.7,base_food,nilai-gizi.csv
Tapai ketan hitam,Tapai ketan hitam,1 porsi,166.0,3.8,34.4,1.0,0.0,0.0,0.0,base_food,nutrition.csv
Tapai ketan putih,Tapai ketan putih,1 porsi,172.0,3.0,37.5,0.5,0.0,0.0,0.0,base_food,nutrition.csv
Teh Kotak Rasa Apel,Teh Kotak Rasa Apel,0 g,100.0,0.0,24.0,0.0,20.0,50.0,0.0,base_food,nilai-gizi.csv
Tempe Goreng,Tempe Goreng,3 potong (90g),175.0,12.8,8.2,11.8,1.2,250.0,1.5,base_food,makanan-lokal.csv
Tempe kacang belimbing,Tempe kacang belimbing,1.40 g,212.0,17.5,12.9,10.0,0.0,0.0,2.9,base_food,nilai-gizi.csv
Tepung Kacang Kedelai,Tepung Kacang Kedelai,1 porsi,347.0,35.9,29.9,20.6,0.0,0.0,0.0,base_food,nutrition.csv
Tepung Pisang,Tepung Pisang,1 porsi,338.0,2.9,80.6,0.4,0.0,0.0,0.0,base_food,nutrition.csv
Tepung bumbu kobe pisang goreng,Tepung bumbu kobe pisang goreng,2 g,70.0,1.0,16.0,0.0,2.0,0.0,2.0,base_food,nilai-gizi.csv
Tepung bumbu kobe tempe goreng,Tepung bumbu kobe tempe goreng,1 g,70.0,2.0,14.0,0.0,1.0,0.0,1.0,base_food,nilai-gizi.csv
Terong,Terong,1 porsi,24.0,1.1,5.5,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Terong + Oncom makanan,Terong + Oncom makanan,1 porsi,285.0,4.3,9.5,25.7,0.0,0.0,0.0,base_food,nutrition.csv
Terong Asam,Terong Asam,1 porsi,39.0,2.3,2.0,1.9,0.0,0.0,0.0,base_food,nutrition.csv
Terong Belanda,Terong Belanda,1 porsi,48.0,1.5,11.3,0.3,0.0,0.0,0.0,base_food,nutrition.csv
"Terong asam, segar","Terong asam, segar",0.80 g,37.0,2.0,6.3,0.4,0.0,3.0,3.2,base_food,nilai-gizi.csv
Terong kukus,Terong kukus,1 porsi,23.0,1.8,4.9,0.1,0.0,0.0,0.0,base_food,nutrition.csv
Terong segar,Terong segar,1 porsi,28.0,1.1,5.5,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Tomat Masak,Tomat Masak,1 porsi,20.0,1.0,4.2,0.3,0.0,0.0,0.0,base_food,nutrition.csv
Tomat air (juice) segar,Tomat air (juice) segar,1 porsi,20.0,1.0,3.5,0.2,0.0,0.0,0.0,base_food,nutrition.csv
Tomat merah segar,Tomat merah segar,1 porsi,24.0,1.3,4.7,0.5,0.0,0.0,0.0,base_food,nutrition.csv
"Tomat merah, segar","Tomat merah, segar",0.60 g,24.0,1.3,4.7,0.5,0.0,10.0,1.5,base_food,nilai-gizi.csv
"Tomat muda, segar","Tomat muda, segar",2 g,24.0,2.0,3.3,0.7,0.0,10.0,1.8,base_food,nilai-gizi.csv
"Tomat, air (sari), segar","Tomat, air (sari), segar",1.30 g,20.0,1.0,3.5,0.2,0.0,10.0,0.4,base_food,nilai-gizi.csv
Tumis Tauge,Tumis Tauge,1 porsi (100g),105.0,5.8,8.2,5.5,2.5,250.0,1.8,base_food,makanan-lokal.csv
Wortel rebus,Wortel rebus,0.40 g,28.0,0.7,6.3,0.5,0.0,41.0,0.8,base_food,nilai-gizi.csv
Yogurt Greek Heavenly Blush Stroberi,Yogurt greek heavenly blush strawberrt,4 g,170.0,5.0,18.0,9.0,10.0,45.0,4.0,base_food,nilai-gizi.csv
Yogurt Stroberi Gaya Bulgaria Kin,Kin bulgarian style yogurt strawberry,4 g,35.0,4.0,29.0,3.5,27.0,50.0,0.0,base_food,nilai-gizi.csv
Yogurt Yunani Stroberi,Yogurt greek yummy strawberry,8 g,120.0,8.0,16.0,3.0,9.0,70.0,0.0,base_food,nilai-gizi.csv
buah pir / pear,buah pir / pear,83.96 g,57.0,0.36,15.23,0.14,0.0,1.0,3.1,base_food,nilai-gizi.csv
kacang hijau rebus,kacang hijau rebus,1 porsi,109.0,8.7,18.3,0.5,0.0,0.0,0.0,base_food,nutrition.csv
kentang rebus,kentang rebus,2.50 g,76.0,1.37,17.72,0.14,5.74,27.0,2.5,base_food,nilai-gizi.csv
lovamil minuman khusus ibu hamil dan menyusui rasa kacang hijau,lovamil minuman khusus ibu hamil dan menyusui rasa kacang hijau,8 g,160.0,8.0,25.0,3.0,0.0,135.0,0.0,base_food,nilai-gizi.csv
permen xylitol jeruk nipis,permen xylitol jeruk nipis,0 g,10.0,0.0,2.0,0.0,0.0,0.0,0.0,base_food,nilai-gizi.csv
san remo sauce tomato basil,san remo sauce tomato basil,2 g,96.0,2.0,11.5,4.6,7.4,0.0,0.0,base_food,nilai-gizi.csv
ABC Kecap Asin,ABC Kecap Asin,1 g,5.0,1.0,1.0,0.0,0.0,830.0,0.0,local_indonesian,nilai-gizi.csv
ABC Selera pedas hot gulai chicken,ABC Selera pedas hot gulai chicken,21 g,270.0,7.0,34.0,12.0,1.0,0.0,21.0,local_indonesian,nilai-gizi.csv
Akar tonjong segar,Akar tonjong segar,1 porsi,45.0,1.1,10.8,0.4,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Akar tonjong, segar","Akar tonjong, segar",1 g,45.0,1.1,10.8,0.4,0.0,96.0,1.2,local_indonesian,nilai-gizi.csv
Aletoge segar,Aletoge segar,1 porsi,37.0,4.4,3.8,0.5,0.0,0.0,0.0,local_indonesian,nutrition.csv
Ampas tahu kering,Ampas tahu kering,5.80 g,414.0,26.6,41.3,18.3,0.0,45.0,0.0,local_indonesian,nilai-gizi.csv
Ampas tahu mentah,Ampas tahu mentah,0.60 g,67.0,5.0,8.1,2.1,0.0,8.0,4.1,local_indonesian,nilai-gizi.csv
Anak sapi daging gemuk segar,Anak sapi daging gemuk segar,1 porsi,184.0,18.8,0.0,14.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
Anak sapi daging kurus segar,Anak sapi daging kurus segar,1 porsi,174.0,19.6,0.0,10.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
Anak sapi daging sedang segar,Anak sapi daging sedang segar,1 porsi,190.0,19.1,0.0,12.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
"Anak sapi, daging, gemuk,segar","Anak sapi, daging, gemuk,segar",5.20 g,184.0,18.8,0.0,14.0,0.0,118.0,0.0,local_indonesian,nilai-gizi.csv
"Anak sapi, daging, kurus,segar","Anak sapi, daging, kurus,segar",1.40 g,174.0,19.6,0.0,10.0,0.0,96.0,0.0,local_indonesian,nilai-gizi.csv
"Anak sapi, daging,sedang,segar","Anak sapi, daging,sedang,segar",0.90 g,190.0,19.1,0.0,12.0,0.0,99.0,0.0,local_indonesian,nilai-gizi.csv
Andaliman segar,Andaliman segar,1 porsi,99.0,4.6,18.0,1.0,0.0,0.0,0.0,local_indonesian,nutrition.csv
